,Year,Make,Model,Price,Mileage,URL
36,2007,Honda,civic,3100,297000,https://www.facebook.com/marketplace/item/933838241419210/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%227242744812439825%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7242744812439825%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A37%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0026588000481368%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227242744812439825%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
37,2006,Honda,civic,4690,241000,https://www.facebook.com/marketplace/item/3452622595047957/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%227516028201824770%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7516028201824770%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A38%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0017313182682256%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227516028201824770%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
38,2009,Honda,civic,5000,307000,https://www.facebook.com/marketplace/item/354965927491969/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%227164841110249654%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7164841110249654%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A39%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0019367264829416%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227164841110249654%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
39,2010,Honda,civic,5500,185000,https://www.facebook.com/marketplace/item/775455644427362/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%2224875448395435620%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24875448395435620%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A40%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0057429614082303%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224875448395435620%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
40,2008,Honda,civic,6495,275000,https://www.facebook.com/marketplace/item/722859726613484/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%227113855995363122%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7113855995363122%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A41%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0030377601309304%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227113855995363122%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
41,2008,Honda,civic,6500,260000,https://www.facebook.com/marketplace/item/768963615149956/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%227286017604808803%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7286017604808803%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A42%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0057429599082303%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227286017604808803%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
43,2010,Honda,civic,8995,114000,https://www.facebook.com/marketplace/item/916561916370699/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%227459851277393583%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7459851277393583%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A44%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0040717930558315%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227459851277393583%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
44,2006,Honda,civic,3000,267000,https://www.facebook.com/marketplace/item/366790159464146/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%227086706904759657%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7086706904759657%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A45%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0040717920558315%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227086706904759657%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
45,2006,Honda,civic,3800,298000,https://www.facebook.com/marketplace/item/744596690960295/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%227005676976147855%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7005676976147855%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A46%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0024337017508336%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227005676976147855%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
46,2010,Honda,civic,7000,245000,https://www.facebook.com/marketplace/item/7518966421470485/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%227060145504033357%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7060145504033357%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A47%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.001647449078824%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227060145504033357%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
47,2006,Honda,civic,4950,259000,https://www.facebook.com/marketplace/item/1452951325578794/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%227039828849468521%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7039828849468521%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A48%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0027033476796473%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227039828849468521%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
48,2007,Honda,civic,4000,230000,https://www.facebook.com/marketplace/item/1830531560729965/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%226998350110283764%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6998350110283764%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A49%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0034987254844421%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226998350110283764%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
49,2010,Honda,civic,8999,158000,https://www.facebook.com/marketplace/item/1141460793685748/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%227526511540693663%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7526511540693663%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A50%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.001618831680232%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227526511540693663%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
50,2008,Honda,civic,2500,304000,https://www.facebook.com/marketplace/item/408002081574336/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%227479495448801281%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7479495448801281%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A51%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0040717910558315%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227479495448801281%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
51,2007,Honda,civic,7500,167000,https://www.facebook.com/marketplace/item/2770731569742216/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%226987288264695354%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6987288264695354%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A52%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0036426576137949%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226987288264695354%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
52,2010,Honda,civic,5000,234000,https://www.facebook.com/marketplace/item/659040286425491/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%227547300155281495%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7547300155281495%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A53%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0019264157037974%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227547300155281495%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
53,2008,Honda,civic,6900,240000,https://www.facebook.com/marketplace/item/721025209762068/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%2224541406878836547%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24541406878836547%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A54%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0033943478721243%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224541406878836547%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
54,2007,Honda,civic,6400,270000,https://www.facebook.com/marketplace/item/3688223491456505/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%227149155031841628%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7149155031841628%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A55%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0022088539757989%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227149155031841628%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
55,2008,Honda,civic,3500,325000,https://www.facebook.com/marketplace/item/1161977804769049/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%227098493390235470%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7098493390235470%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A56%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0032959269201188%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227098493390235470%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
56,2007,Honda,civic,3700,238000,https://www.facebook.com/marketplace/item/354182523998134/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%2224533371962943930%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24533371962943930%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A57%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.003403989961302%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224533371962943930%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
57,2010,Honda,civic,8500,172000,https://www.facebook.com/marketplace/item/1547342882680687/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%226947383945330171%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6947383945330171%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A58%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0025138986012341%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226947383945330171%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
58,2008,Honda,civic,4650,200000,https://www.facebook.com/marketplace/item/1307790503264821/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%2224366889542957471%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24366889542957471%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A59%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0057429604082303%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224366889542957471%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
59,2007,Honda,civic,6700,245000,https://www.facebook.com/marketplace/item/687223499910474/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%226372008866233483%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6372008866233483%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A60%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0024078583052893%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226372008866233483%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
60,2006,Honda,civic,6600,190000,https://www.facebook.com/marketplace/item/1012804709807577/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%226936038059784156%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6936038059784156%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A61%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0015349115106554%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226936038059784156%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
61,2010,Honda,civic,7499,197000,https://www.facebook.com/marketplace/item/764322662394873/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%2224245012418475529%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24245012418475529%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A62%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0013941712758135%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224245012418475529%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
62,2006,Honda,civic,7499,178000,https://www.facebook.com/marketplace/item/299437909757427/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%227173242399432224%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7173242399432224%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A63%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0019304422004718%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227173242399432224%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
63,2008,Honda,civic,5499,276000,https://www.facebook.com/marketplace/item/741773860668823/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%227068920859851438%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7068920859851438%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A64%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0013581855582508%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227068920859851438%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
64,2006,Honda,civic,4500,241000,https://www.facebook.com/marketplace/item/750313463796439/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%226537160836388335%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6537160836388335%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A65%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0032752742919278%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226537160836388335%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
65,2009,Honda,civic,6500,248000,https://www.facebook.com/marketplace/item/805365344933563/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%226956864137742762%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6956864137742762%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A66%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0031913124971742%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226956864137742762%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
66,2010,Honda,civic,5000,220000,https://www.facebook.com/marketplace/item/1651276925399933/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%226766203430100880%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6766203430100880%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A67%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0040717830558315%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226766203430100880%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
67,2006,Honda,civic,7800,178000,https://www.facebook.com/marketplace/item/379638447843299/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%227203385333029600%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7203385333029600%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A68%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.001464997622544%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227203385333029600%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
69,2010,Honda,civic,6500,240000,https://www.facebook.com/marketplace/item/1770094853416912/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%226811361532288536%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6811361532288536%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A70%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0040717850558315%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226811361532288536%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
70,2009,Honda,civic,8000,240000,https://www.facebook.com/marketplace/item/725147769085844/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%226981415818586597%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6981415818586597%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A71%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0013425172475308%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226981415818586597%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
71,2007,Honda,civic,7488,127000,https://www.facebook.com/marketplace/item/845082454065617/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%226923011271117817%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6923011271117817%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A72%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0026801593805296%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226923011271117817%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
72,2006,Honda,civic,6600,190000,https://www.facebook.com/marketplace/item/3753511941638970/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%226543567985753336%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6543567985753336%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A73%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.001714207100828%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226543567985753336%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
73,2008,Honda,civic,5000,170000,https://www.facebook.com/marketplace/item/197233833438119/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%226822142321211657%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6822142321211657%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A74%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0040717870558315%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226822142321211657%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD
