,Unnamed: 0,Year,Make,Model,Price,Mileage,URL,Retail,Upper,Lower,Return,ROI
23,25,2009,Honda,civic,4000,285000,https://www.facebook.com/marketplace/item/1110419399959792/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171171982372100%22%2C%22mf_story_key%22%3A%227349313155156312%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7349313155156312%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A26%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0040717900558315%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227349313155156312%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,4277.36,5338.35,3216.37,277.36,1.07
32,34,2008,Honda,civic,7995,120000,https://www.facebook.com/marketplace/item/301047536289667/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%227194257990665346%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7194257990665346%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A35%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0027831110026498%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227194257990665346%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,8229.52,9290.51,7168.53,234.52,1.03
42,45,2006,Honda,civic,3800,298000,https://www.facebook.com/marketplace/item/744596690960295/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%227005676976147855%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7005676976147855%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A46%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0024337017508336%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227005676976147855%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,4013.62,5074.61,2952.63,213.62,1.06
4,4,2006,Honda,civic,5995,201000,https://www.facebook.com/marketplace/item/231790349925151/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171515749909296%22%2C%22mf_story_key%22%3A%226685296658243091%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6685296658243091%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A4%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0020126106534026%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226685296658243091%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6125.23,7186.22,5064.24,130.23,1.02
24,26,2007,Honda,civic,7600,140000,https://www.facebook.com/marketplace/item/410471038061550/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171171982372100%22%2C%22mf_story_key%22%3A%227274506615975935%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7274506615975935%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A27%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0029495519311937%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227274506615975935%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,7674.07,8735.06,6613.08,74.07,1.01
0,0,2009,Honda,civic,6550,182000,https://www.facebook.com/marketplace/item/368812712680337/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171515749909296%22%2C%22mf_story_key%22%3A%227085950778120747%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7085950778120747%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A0%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0016868616523684%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227085950778120747%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6585.99,7646.98,5525.0,35.99,1.01
21,23,2007,Honda,civic,6200,197000,https://www.facebook.com/marketplace/item/940185367031204/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171515749909296%22%2C%22mf_story_key%22%3A%225471083039682309%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5471083039682309%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A24%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0031456114853564%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225471083039682309%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6220.73,7281.72,5159.74,20.73,1.0
52,55,2008,Honda,civic,3500,325000,https://www.facebook.com/marketplace/item/1161977804769049/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%227098493390235470%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7098493390235470%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A56%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0032959269201188%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227098493390235470%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,3480.03,4541.02,2419.04,-19.97,0.99
44,47,2006,Honda,civic,4950,259000,https://www.facebook.com/marketplace/item/1452951325578794/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%227039828849468521%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7039828849468521%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A48%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0027033476796473%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227039828849468521%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,4820.58,5881.57,3759.59,-129.42,0.97
10,11,2009,Honda,civic,6000,214000,https://www.facebook.com/marketplace/item/723164679942872/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171515749909296%22%2C%22mf_story_key%22%3A%2224795493956732420%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24795493956732420%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A12%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0028556271907156%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224795493956732420%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,5820.14,6881.13,4759.15,-179.86,0.97
8,9,2009,Honda,civic,5000,260000,https://www.facebook.com/marketplace/item/1834015697042401/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171515749909296%22%2C%22mf_story_key%22%3A%227734865383198377%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7734865383198377%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A10%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0031950650837756%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227734865383198377%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,4799.26,5860.25,3738.27,-200.74,0.96
68,72,2006,Honda,civic,6600,190000,https://www.facebook.com/marketplace/item/3753511941638970/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%226543567985753336%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6543567985753336%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A73%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.001714207100828%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226543567985753336%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6389.76,7450.75,5328.77,-210.24,0.97
57,60,2006,Honda,civic,6600,190000,https://www.facebook.com/marketplace/item/1012804709807577/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%226936038059784156%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6936038059784156%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A61%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0015349115106554%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226936038059784156%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6389.76,7450.75,5328.77,-210.24,0.97
28,30,2010,Honda,civic,5700,235000,https://www.facebook.com/marketplace/item/943530983808810/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171171982372100%22%2C%22mf_story_key%22%3A%2224761234386855913%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24761234386855913%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A31%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0019739758099727%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224761234386855913%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,5343.39,6404.38,4282.4,-356.61,0.94
48,51,2007,Honda,civic,7500,167000,https://www.facebook.com/marketplace/item/2770731569742216/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%226987288264695354%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6987288264695354%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A52%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0036426576137949%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226987288264695354%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6963.09,8024.08,5902.1,-536.91,0.93
40,43,2010,Honda,civic,8995,114000,https://www.facebook.com/marketplace/item/916561916370699/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%227459851277393583%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7459851277393583%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A44%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0040717930558315%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227459851277393583%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,8401.24,9462.23,7340.25,-593.76,0.93
33,35,2009,Honda,civic,7200,182000,https://www.facebook.com/marketplace/item/3472863479692216/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%227311876625525382%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7311876625525382%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A36%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0018837719936839%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227311876625525382%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6585.99,7646.98,5525.0,-614.01,0.91
12,13,2009,Honda,civic,6700,205000,https://www.facebook.com/marketplace/item/358305393736293/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171515749909296%22%2C%22mf_story_key%22%3A%227549640215066233%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7549640215066233%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A14%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0026584038921837%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227549640215066233%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6030.51,7091.5,4969.52,-669.49,0.9
25,27,2010,Honda,civic,6500,217000,https://www.facebook.com/marketplace/item/382624987741653/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171171982372100%22%2C%22mf_story_key%22%3A%227821958354485034%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7821958354485034%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A28%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0018677825381856%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227821958354485034%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,5750.85,6811.84,4689.86,-749.15,0.88
59,62,2006,Honda,civic,7499,178000,https://www.facebook.com/marketplace/item/299437909757427/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%227173242399432224%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7173242399432224%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A63%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0019304422004718%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227173242399432224%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6685.36,7746.35,5624.37,-813.64,0.89
20,22,2009,Honda,civic,5500,270000,https://www.facebook.com/marketplace/item/950744329792069/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171515749909296%22%2C%22mf_story_key%22%3A%227005578546207800%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7005578546207800%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A23%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0025269104876193%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227005578546207800%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,4588.02,5649.01,3527.03,-911.98,0.83
60,63,2008,Honda,civic,5499,276000,https://www.facebook.com/marketplace/item/741773860668823/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%227068920859851438%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7068920859851438%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A64%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0013581855582508%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227068920859851438%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,4462.9,5523.89,3401.91,-1036.1,0.81
64,67,2006,Honda,civic,7800,178000,https://www.facebook.com/marketplace/item/379638447843299/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%227203385333029600%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7203385333029600%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A68%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.001464997622544%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227203385333029600%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6685.36,7746.35,5624.37,-1114.64,0.86
36,38,2009,Honda,civic,5000,307000,https://www.facebook.com/marketplace/item/354965927491969/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%227164841110249654%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7164841110249654%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A39%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0019367264829416%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227164841110249654%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,3833.76,4894.75,2772.77,-1166.24,0.77
65,69,2010,Honda,civic,6500,240000,https://www.facebook.com/marketplace/item/1770094853416912/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%226811361532288536%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6811361532288536%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A70%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0040717850558315%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226811361532288536%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,5232.62,6293.61,4171.63,-1267.38,0.81
58,61,2010,Honda,civic,7499,197000,https://www.facebook.com/marketplace/item/764322662394873/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%2224245012418475529%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24245012418475529%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A62%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0013941712758135%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224245012418475529%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6220.73,7281.72,5159.74,-1278.27,0.83
27,29,2008,Honda,civic,5999,264000,https://www.facebook.com/marketplace/item/1096540884825787/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171171982372100%22%2C%22mf_story_key%22%3A%227892294897466400%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7892294897466400%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A30%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0018965194772676%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227892294897466400%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,4714.35,5775.34,3653.36,-1284.65,0.79
11,12,2008,Honda,civic,6000,267000,https://www.facebook.com/marketplace/item/1731140670726866/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171515749909296%22%2C%22mf_story_key%22%3A%227418535174874101%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7418535174874101%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A13%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0020079677218537%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227418535174874101%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,4651.03,5712.02,3590.04,-1348.97,0.78
62,65,2009,Honda,civic,6500,248000,https://www.facebook.com/marketplace/item/805365344933563/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170759729555299%22%2C%22mf_story_key%22%3A%226956864137742762%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6956864137742762%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A66%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0031913124971742%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226956864137742762%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,5057.46,6118.45,3996.47,-1442.54,0.78
56,59,2007,Honda,civic,6700,245000,https://www.facebook.com/marketplace/item/687223499910474/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%226372008866233483%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6372008866233483%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A60%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0024078583052893%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226372008866233483%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,5122.85,6183.84,4061.86,-1577.15,0.76
54,57,2010,Honda,civic,8500,172000,https://www.facebook.com/marketplace/item/1547342882680687/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512170828398119376%22%2C%22mf_story_key%22%3A%226947383945330171%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6947383945330171%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A58%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0025138986012341%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226947383945330171%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,6836.03,7897.02,5775.04,-1663.97,0.8
50,53,2008,Honda,civic,6900,240000,https://www.facebook.com/marketplace/item/721025209762068/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%2224541406878836547%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24541406878836547%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A54%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0033943478721243%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224541406878836547%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,5232.62,6293.61,4171.63,-1667.38,0.76
39,41,2008,Honda,civic,6500,260000,https://www.facebook.com/marketplace/item/768963615149956/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171172137780531%22%2C%22mf_story_key%22%3A%227286017604808803%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7286017604808803%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A42%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0057429599082303%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227286017604808803%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,4799.26,5860.25,3738.27,-1700.74,0.74
46,49,2010,Honda,civic,8999,158000,https://www.facebook.com/marketplace/item/1141460793685748/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-2512171103327525019%22%2C%22mf_story_key%22%3A%227526511540693663%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7526511540693663%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A50%2C%5C%22ranking_signature%5C%22%3A1634236653455485191%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.001618831680232%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227526511540693663%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,7195.34,8256.33,6134.35,-1803.66,0.8
